116.3459266	39.93927959	0
116.3458954	39.939477	0
116.3458655	39.93965494	0
116.3458421	39.93982145	0
116.3458322	39.94002415	0
116.3457905	39.94024536	0
116.3457525	39.94042557	0
116.3457204	39.94060204	0
116.3456928	39.94078854	0
116.3456466	39.94096445	0
116.3456289	39.94112229	0
116.3456431	39.94122501	0
116.3456608	39.94135892	0
116.3456701	39.94147988	0
116.3456854	39.9415822	0
116.3457036	39.94168756	0
116.3457178	39.94178321	0
116.3457182	39.94190275	0
116.3457044	39.94201474	0
116.3456823	39.94210875	0
116.3456458	39.94223212	0
116.3455896	39.94233241	0
116.3455608	39.94239895	0
116.3455145	39.94246876	0
116.3454413	39.94252802	0
116.3453587	39.94260118	0
116.3453239	39.94264098	0
116.3452477	39.94269514	0
116.345178	39.9427398	0
116.3451014	39.94277854	0
116.345029	39.94280526	0
116.3449364	39.94284773	0
116.3448361	39.94287513	0
116.3447314	39.94290799	0
116.3446017	39.94294429	0
116.3445311	39.94296536	0
116.3444457	39.94299128	0
116.3443379	39.94302723	0
116.3442182	39.94305077	0
116.3441551	39.94307717	0
116.344116	39.94309604	0
116.3440808	39.94311578	0
116.3440455	39.94315587	0
116.3440166	39.94322403	0
116.3439932	39.9432943	0
116.3439698	39.94336101	0
116.3439446	39.94343955	0
116.3439241	39.94351317	0
116.3439037	39.94357923	0
116.3438782	39.94365896	0
116.3438462	39.94373712	0
116.3438067	39.94384437	0
116.3437871	39.94391773	0
116.3437767	39.94400661	0
116.3437445	39.94408555	0
116.3436838	39.94416499	0
116.3436177	39.94423819	0
116.3435826	39.94431481	0
116.3435811	39.94432423	0
116.3435312	39.94444969	0
116.3435055	39.94454984	0
116.3434985	39.94464708	0
116.3434959	39.94472358	0
116.3434676	39.94481774	0
116.3434386	39.94489786	0
116.3434443	39.94497346	0
116.3434143	39.94504227	0
116.3433952	39.94510734	0
116.3433793	39.94519906	0
116.3433591	39.94528408	0
116.3433433	39.94538397	0
116.3433275	39.94545826	0
116.3433054	39.94553701	0
116.3432799	39.94563283	0
116.3432486	39.94573605	0
116.3432258	39.94580855	0
116.3432308	39.94588302	0
116.3432087	39.94594555	0
116.3431991	39.94601325	0
116.34317	39.94615835	0
116.3431334	39.9462731	0
116.3431017	39.94640311	0
116.3430716	39.94656076	0
116.3429974	39.94677162	0
116.3429678	39.94692472	0
116.3429365	39.94705358	0
116.3429042	39.94719451	0
116.3428561	39.94732278	0
116.3427763	39.94752192	0
116.3427594	39.94768583	0
116.3427345	39.9477426	0
